frameNum, leftShoulder, leftElbow, leftWrist, rightShoulder, rightElbow, rightWrist, leftHip, leftKnee, leftAnkle, rightHip, rightKnee, rightAnkle
67, 65.6813, 30.9282, 42.6586, 73.6229, 52.1427, 40.4498, 8.44055, 54.055, 95.7177, 12.9857, 66.862, 112.91
68, 64.8904, 31.16, 42.8971, 73.7216, 51.7963, 41.4119, 7.36383, 52.2135, 94.1488, 14.4828, 66.1878, 115.331
69, 65.9057, 32.3493, 42.8842, 74.5516, 51.6149, 41.2827, 8.15106, 63.1433, 100.636, 13.3341, 61.6851, 111.74
70, 67.2589, 32.9804, 43.6092, 74.5872, 50.36, 41.0175, 8.10621, 62.8599, 100.19, 12.3381, 65.8493, 112.498
71, 66.8659, 32.7731, 43.6197, 73.8457, 49.3094, 42.3776, 8.24318, 64.0588, 100.385, 13.563, 58.7677, 106.391
72, 66.8115, 33.3189, 42.3326, 73.4212, 47.3462, 43.0242, 7.87096, 61.3229, 97.9207, 12.9558, 65.8407, 109.262
73, 65.7785, 32.0254, 41.1596, 71.7499, 45.8771, 44.6555, 8.74755, 59.8414, 96.0517, 13.9827, 55.8518, 103.785
74, 67.8363, 32.4879, 40.2734, 71.997, 44.2223, 44.5982, 8.8531, 62.8587, 95.6161, 12.8147, 55.303, 102.5
75, 68.2269, 31.8918, 35.949, 72.0824, 42.5856, 44.948, 9.84853, 67.8414, 94.7712, 11.8052, 55.1916, 101.647
76, 69.461, 31.3877, 33.4282, 71.6828, 39.9466, 45.2334, 10.5694, 68.1282, 95.7147, 9.62701, 54.3347, 99.369
77, 70.2034, 31.4462, 31.5924, 71.3366, 39.3996, 45.8348, 11.8529, 68.5615, 94.8605, 8.81041, 54.6466, 99.2761
78, 71.5192, 33.6889, 30.3225, 71.3411, 37.2166, 44.4851, 11.2048, 68.4067, 94.6534, 8.73596, 54.5774, 97.6892
79, 71.4601, 33.5594, 29.68, 70.8307, 35.6878, 44.0077, 11.6974, 68.5219, 95.6807, 8.33323, 53.7709, 95.5484
80, 70.4978, 32.9287, 31.8235, 70.076, 34.5555, 42.5066, 10.6567, 59.5899, 90.1071, 10.5894, 56.0794, 97.3696
81, 71.1318, 32.6267, 31.9751, 69.9286, 32.6347, 40.5985, 10.1696, 60.6531, 92.2608, 10.1851, 57.4391, 98.1722
82, 69.7221, 32.182, 28.7068, 71.5913, 32.9845, 37.9134, 11.3033, 68.4572, 95.8807, 10.7984, 59.9019, 99.4275
83, 68.0921, 29.4023, 26.0709, 72.4484, 33.2999, 36.9425, 10.0247, 60.9503, 95.4308, 12.9503, 66.171, 104.056
84, 69.7195, 26.5999, 34.3267, 75.3616, 35.9466, 30.0869, 7.08015, 58.0372, 94.4855, 12.324, 68.2145, 115.2
85, 68.6067, 24.7537, 29.1621, 74.7543, 35.4064, 30.8728, 8.31955, 59.3925, 95.7674, 15.0245, 70.047, 116.873
86, 69.0561, 25.6253, 29.1222, 76.4486, 36.7079, 29.4176, 10.1239, 61.1209, 104.18, 16.591, 70.3406, 116.993
87, 68.389, 23.8527, 25.5006, 76.4029, 37.1811, 31.9489, 9.92839, 61.0837, 105.869, 17.2867, 70.7507, 116.669
88, 68.8156, 23.7253, 36.1425, 77.0021, 38.1932, 30.7625, 9.49893, 59.8645, 107.071, 18.822, 70.7468, 116.505
89, 68.5589, 23.1213, 34.9165, 76.8365, 37.3007, 30.7223, 8.20285, 60.5607, 108.49, 16.9328, 71.9367, 117.886
90, 67.3162, 26.1177, 31.4319, 75.8098, 37.2869, 30.5786, 8.77724, 61.1988, 109.674, 18.0153, 73.5926, 119.698
91, 66.2751, 28.4109, 24.0957, 74.3203, 35.0509, 32.1851, 10.5705, 62.5685, 111.07, 19.0831, 75.1485, 120.925
92, 67.5014, 24.24, 28.1541, 75.1252, 35.0356, 31.4282, 9.8035, 56.9081, 105.762, 17.7018, 73.3077, 119.611
